"age","friends","days_active","hours_active","likes","posts","cluster_name","id","sex","name","date_of_birth","post_text","city","state","relationship_status","education","groups_joined","pages_liked","primary_device","last_active_hours_ago","events_responded","notification_setting","privacy_setting","account_age_years","photos_uploaded","comments_30days"
33.9507965600633,297,18,21,503,11,"Middle-aged Moderate",207,"M","Jonathan Flores","1990-04-18","Does anyone else struggle with neighborhood events or is it just me?","Jacksonville","FL","Married","Associate's Degree",13,63,"Multiple devices",2.3,6,"Important notifications only","Friends only",12.5,391,38
34.4176809967366,254,16,29,394,12,"Middle-aged Moderate",208,"F","Jennifer Martinez","1990-04-30","So frustrated with health insurance right now. Need advice! 💯","Philadelphia","PA","Married","Associate's Degree",5,78,"Desktop (Windows)",0.3,6,"All notifications","Only me",5.7,434,5
43.1494058128797,182,17,18,544,16,"Middle-aged Moderate",209,"F","Barbara Clark","1981-02-19","Question for those experienced with school activities: how do you handle...? 🙌","Dallas","TX","Divorced","Master's Degree",4,46,"Mobile (Android)",2.6,6,"Important notifications only","Friends of friends",11.9,378,43
28.6373921491069,293,17,44,923,18,"Young Adult Active",210,"F","Cynthia White","1996-04-14","Finally took the plunge with urban living after months of hesitation.","San Jose","CA","Single","Bachelor's Degree",7,129,"Desktop (Mac)",5,10,"Important notifications only","Friends only",9.5,218,85
38.7057941581066,151,13,28,419,17,"Middle-aged Moderate",211,"F","Patricia Thomas","1985-09-26","Can't believe it's been a year since I started car maintenance! 👏👏","Atlanta","GA","Married","High School",8,137,"Mobile (Android)",0.3,5,"Important notifications only","Friends of friends",12.5,147,23
68.6477908994575,39,5,0,46,8,"Senior Light",212,"M","Ronald Torres","1956-02-14","Finally took the plunge with medical appointments after months of hesitation.","Miami","FL","Widowed","Doctoral Degree",4,43,"Tablet",9.4,3,"Minimal notifications","Friends only",4.4,148,26
29.7080391729631,324,11,57,828,29,"Young Adult Active",213,"M","Kenneth King","1995-01-10","Spent all weekend on pet adoption and it was totally worth it. 👏🔥 #life #amazing","Atlanta","GA","Engaged","Bachelor's Degree",8,218,"Desktop (Mac)",0.8,3,"All notifications","Friends only",9.5,146,104
57.3146810769554,65,11,0,0,3,"Senior Light",214,"M","Brandon Williams","1967-09-27","Thinking about changing my approach to nostalgia. Any advice? 👏🎉✨","Boston","MA","Widowed","High School",4,59,"Desktop (Mac)",5,3,"Minimal notifications","Friends only",8,50,0
43.7364334808287,233,13,21,467,7,"Middle-aged Moderate",215,"M","Joshua Allen","1981-03-11","Spent all weekend on 401k planning and it was totally worth it.","Chicago","IL","Married","Master's Degree",7,88,"Mobile (iOS)",1.1,7,"Important notifications only","Friends only",7.2,378,17
22.5637108230513,492,24,78,1142,31,"Young Active",216,"M","James Hall","2001-10-01","Finally took the plunge with memes after months of hesitation.","Fort Worth","TX","Single","Bachelor's Degree",14,182,"Mobile (iOS)",2.3,1,"All notifications","Friends only",8.3,576,82
36.8645389073975,318,23,42,866,25,"Young Adult Active",217,"F","Emma Rivera","1987-06-26","Question for those experienced with moving cities: how do you handle...? #life #style","Austin","TX","In a relationship","High School",11,120,"Mobile (iOS)",2,6,"All notifications","Only me",8.7,328,84
38.1116381967689,180,15,20,316,19,"Middle-aged Moderate",218,"M","Richard Lewis","1987-01-21","Feeling conflicted about car maintenance. Thoughts?","Atlanta","GA","Divorced","Bachelor's Degree",11,70,"Mobile (Android)",1.1,7,"Important notifications only","Custom",8.2,438,30
21.919236929408,375,25,49,1048,40,"Young Active",219,"F","Ashley Scott","2003-03-29","Need recommendations for dealing with memes. Help appreciated!","Boston","MA","Single","Bachelor's Degree",12,155,"Mobile (iOS)",1.5,7,"All notifications","Friends only",6.2,562,78
34.1593747446266,206,13,8,473,2,"Middle-aged Moderate",220,"M","Charles Nelson","1990-06-15","Can't believe it's been a year since I started parent-teacher meetings!","San Diego","CA","Married","High School",4,58,"Desktop (Windows)",1.6,0,"Minimal notifications","Custom",7.4,166,54
26.6432017929554,398,30,55,1111,28,"Young Active",221,"M","Gregory Martinez","1997-07-28","Thinking about changing my approach to university life. Any advice? #family","Chicago","IL","In a relationship","Bachelor's Degree",13,184,"Mobile (Android)",2.2,10,"Important notifications only","Public",7.2,160,51
32.3325531372008,482,26,56,1237,37,"Young Active",222,"F","Sarah Mitchell","1992-06-13","Learned something new about roommate issues today that blew my mind! #love #happy","Columbus","OH","In a relationship","Some College",8,193,"Mobile (iOS)",0.8,11,"All notifications","Public",5.9,641,81
23.2199522745554,489,25,77,1173,25,"Young Active",223,"M","Paul Flores","2001-02-25","Feeling conflicted about dating apps. Thoughts? #motivation #love","San Jose","CA","It's complicated","Bachelor's Degree",15,153,"Desktop (Windows)",0.2,8,"All notifications","Public",5.7,590,123
61.3073382093872,96,12,0,93,2,"Senior Light",224,"M","Gary Adams","1963-01-28","Anyone have recommendations for grandchildren? Looking for something new.","Philadelphia","PA","Married","Bachelor's Degree",6,33,"Desktop (Windows)",4.3,1,"Important notifications only","Friends of friends",9.4,298,5
41.6666442758787,148,17,9,645,6,"Middle-aged Moderate",225,"F","Laura Martin","1983-05-28","Just discovered an amazing resource for family vacations! Game changer!","Atlanta","GA","Single","High School",13,75,"Mobile (Android)",2.7,3,"Minimal notifications","Friends of friends",10.8,211,60
47.1109662015477,162,11,27,293,8,"Middle-aged Moderate",226,"M","Frank Sanchez","1977-03-11","Looking for a group in the area interested in mortgage rates. Anyone?","Denver","CO","Married","High School",2,115,"Multiple devices",3.5,3,"Important notifications only","Friends only",14,373,74
33.3193830033309,275,18,42,1040,16,"Young Adult Active",227,"F","Betty Carter","1991-11-10","Can't stop thinking about child-free lifestyle. It's changed everything for me. 👏🔥","Chicago","IL","Single","Bachelor's Degree",12,92,"Mobile (iOS)",1,6,"All notifications","Friends only",12.6,814,70
34.6317242215234,207,12,21,523,8,"Middle-aged Moderate",228,"M","Patrick Baker","1990-04-19","Learned something new about mortgage rates today that blew my mind!","Jacksonville","FL","Married","Bachelor's Degree",6,104,"Desktop (Mac)",13.1,3,"Important notifications only","Custom",13.6,260,15
21.5154911266663,568,18,75,1127,33,"Young Active",229,"F","Anna Baker","2003-03-30","Spent all weekend on social activism and it was totally worth it. #love #motivation","New York","NY","Single","Associate's Degree",10,202,"Desktop (Windows)",0.8,11,"Minimal notifications","Friends only",6,548,120
21.2693477153272,404,24,70,1090,19,"Young Active",230,"F","Ashley Green","2003-03-19","So proud of what I've accomplished with internships this year. 😀🎉 #life #friends","Los Angeles","CA","Single","Some College",12,182,"Mobile (Android)",0,8,"All notifications","Friends only",6.4,57,117
60.7078643606611,0,10,17,43,4,"Senior Light",231,"F","Katherine King","1963-08-15","Just finished travel destinations! Can't believe how much I enjoyed it.","San Jose","CA","Married","Some College",7,38,"Mobile (Android)",0.3,2,"All notifications","Friends only",8,62,42
39.9802638963467,194,13,18,572,19,"Middle-aged Moderate",232,"F","Donna Rivera","1984-09-05","Looking for a group in the area interested in college savings. Anyone?","Fort Worth","TX","In a relationship","Bachelor's Degree",4,110,"Desktop (Windows)",0.1,2,"Important notifications only","Friends of friends",13.4,399,29
41.8396875054588,158,17,18,602,5,"Middle-aged Moderate",233,"M","Michael Hill","1983-04-09","Has anyone tried the new approach to work-life balance? Worth it?","Chicago","IL","Divorced","Master's Degree",4,98,"Mobile (iOS)",6.1,8,"Important notifications only","Friends only",11.2,263,16
56.7132854265138,0,11,4,80,6,"Senior Light",234,"F","Michelle Lee","1967-08-15","Looking for a group in the area interested in community volunteering. Anyone?","Denver","CO","Married","Master's Degree",3,25,"Mobile (iOS)",1,2,"Important notifications only","Friends only",3.8,204,40
58.1182666491947,36,8,0,262,0,"Senior Light",235,"M","Steven Sanchez","1966-08-10","So frustrated with retirement planning right now. Need advice! 👏❤️👍","Los Angeles","CA","Widowed","High School",6,75,"Desktop (Windows)",14,2,"Minimal notifications","Friends of friends",8.5,147,6
28.7068003021254,431,23,48,1223,29,"Young Active",236,"F","Angela Williams","1996-06-15","So proud of what I've accomplished with living with parents this year.","Seattle","WA","In a relationship","Bachelor's Degree",15,140,"Desktop (Mac)",3.4,7,"No notifications","Public",5.3,347,32
59.5019662177576,25,5,9,87,5,"Senior Light",237,"F","Jessica Martinez","1965-04-06","Spent all weekend on health concerns and it was totally worth it. 👏🔥👏","Atlanta","GA","Widowed","Bachelor's Degree",4,78,"Desktop (Windows)",0.9,3,"All notifications","Friends only",4.8,61,36
26.7285506069645,336,19,38,933,25,"Young Adult Active",238,"F","Carol King","1997-11-06","Can't believe it's been a year since I started side hustles!","Los Angeles","CA","Single","Master's Degree",15,120,"Mobile (iOS)",3.2,8,"Minimal notifications","Only me",7.8,313,42
44.8558218703064,245,21,20,576,13,"Middle-aged Moderate",239,"F","Amanda Rivera","1979-06-13","Question for those experienced with college savings: how do you handle...?","Indianapolis","IN","Married","High School",5,92,"Multiple devices",3.6,5,"All notifications","Friends only",9.1,438,82
30.0674815578419,284,20,52,676,16,"Young Adult Active",240,"F","Rebecca Adams","1994-09-22","Can't believe it's been a year since I started first home!","Indianapolis","IN","Engaged","Bachelor's Degree",6,159,"Tablet",2.7,5,"Important notifications only","Friends only",9,460,114
20.4173266648923,376,23,53,1284,34,"Young Active",241,"M","Charles Lewis","2004-05-27","So frustrated with entry-level jobs right now. Need advice! 🎉💯🙌 #fun #friends","Los Angeles","CA","It's complicated","Some College",17,206,"Mobile (iOS)",1.5,9,"All notifications","Public",6.1,603,104
68.5484428063082,110,6,25,284,0,"Senior Light",242,"F","Patricia Baker","1956-05-21","Question for those experienced with recipes: how do you handle...?","Nashville","TN","Married","Master's Degree",6,32,"Tablet",2.8,1,"All notifications","Friends only",7.7,146,8
54.1594950502667,37,8,1,129,8,"Senior Light",243,"F","Nancy White","1970-09-03","Thinking about changing my approach to travel destinations. Any advice?","Los Angeles","CA","Married","High School",1,38,"Desktop (Windows)",4,1,"Minimal notifications","Only me",7.6,0,26
31.0948186992374,159,16,28,441,7,"Middle-aged Moderate",244,"F","Donna Garcia","1993-12-14","Just finished youth sports! Can't believe how much I enjoyed it.","Houston","TX","Widowed","Bachelor's Degree",12,67,"Mobile (Android)",1.9,2,"Minimal notifications","Friends only",12.9,434,11
18.7343377571589,307,25,29,880,14,"Young Adult Active",245,"F","Kimberly Green","2005-06-20","Looking for a group in the area interested in new gadgets. Anyone? #instagood","Columbus","OH","In a relationship","Bachelor's Degree",7,135,"Desktop (Mac)",4.4,10,"Important notifications only","Friends only",5.1,336,107
33.2556298477335,251,18,43,955,21,"Young Adult Active",246,"M","Benjamin Martin","1991-10-06","Just discovered an amazing resource for outdoor activities! Game changer! 🙌 #love","Seattle","WA","Single","Graduate School",7,40,"Desktop (Mac)",2.9,7,"Important notifications only","Only me",11.4,346,63
27.3358368719862,285,24,32,755,10,"Young Adult Active",247,"F","Kathleen Mitchell","1997-08-21","Does anyone else struggle with first home or is it just me?","San Francisco","CA","In a relationship","Master's Degree",10,86,"Desktop (Windows)",5.6,8,"All notifications","Friends only",12.4,674,46
58.6222032151386,41,5,0,194,1,"Senior Light",248,"M","Steven Anderson","1965-11-03","Feeling conflicted about travel destinations. Thoughts?","Houston","TX","Married","Master's Degree",7,90,"Desktop (Windows)",3.5,2,"No notifications","Friends only",2.8,95,28
26.4481348631452,470,26,47,1381,26,"Young Active",249,"M","Brian Jones","1998-08-24","Just discovered an amazing resource for internships! Game changer! #motivation","Fort Worth","TX","It's complicated","Some College",17,108,"Mobile (iOS)",0.8,9,"Important notifications only","Public",6.9,0,68
22.6675796910462,408,24,60,1176,24,"Young Active",250,"M","Joshua Wilson","2002-04-10","Can't believe it's been a year since I started living with parents! #family #style","Indianapolis","IN","In a relationship","Some College",19,239,"Mobile (iOS)",0.3,12,"Important notifications only","Public",8.5,423,119
16.9596991252766,408,29,68,1164,31,"Young Active",251,"F","Carolyn Clark","2007-05-14","So frustrated with music festivals right now. Need advice! 💯","San Francisco","CA","In a relationship","Some College",13,86,"Mobile (Android)",1.5,5,"Important notifications only","Public",4,111,0
30.2510810197901,152,21,18,433,13,"Middle-aged Moderate",252,"F","Nancy Flores","1994-11-03","Looking for a group in the area interested in work-life balance. Anyone?","San Francisco","CA","In a relationship","Bachelor's Degree",8,114,"Mobile (Android)",10.6,4,"All notifications","Friends of friends",13.1,60,24
23.2965004088451,451,30,57,1092,33,"Young Active",253,"F","Cynthia Smith","2001-08-25","Best decision ever was getting involved with fashion trends! #friends #fun","Austin","TX","Engaged","Bachelor's Degree",9,127,"Multiple devices",0.1,11,"All notifications","Public",6.5,307,113
60.8736276366566,141,11,1,14,13,"Senior Light",254,"M","Donald Roberts","1964-03-23","So frustrated with nostalgia right now. Need advice!","San Diego","CA","Married","High School",4,21,"Desktop (Windows)",10.8,1,"No notifications","Friends only",3.6,153,0
28.6111121961139,156,13,27,559,11,"Middle-aged Moderate",255,"F","Patricia Gonzalez","1996-06-30","Learned something new about work-life balance today that blew my mind!","Miami","FL","Married","Bachelor's Degree",12,95,"Mobile (Android)",1.2,7,"All notifications","Friends only",5.2,351,0
31.4526224047354,311,20,51,771,30,"Young Adult Active",256,"M","David Carter","1992-11-24","Can't believe it's been a year since I started urban living! #family #love","San Jose","CA","Married","Bachelor's Degree",9,88,"Desktop (Windows)",10,6,"All notifications","Friends only",8.8,491,54
62.1115317873681,47,9,0,9,0,"Senior Light",257,"F","Lisa Nguyen","1962-08-26","So proud of what I've accomplished with travel destinations this year.","San Diego","CA","Married","High School",5,89,"Desktop (Windows)",4.8,2,"Minimal notifications","Friends only",5,205,21
31.4736868160336,396,17,55,1251,21,"Young Active",258,"M","Michael Mitchell","1993-07-31","Just finished music festivals! Can't believe how much I enjoyed it. 😀💯🔥","Atlanta","GA","Single","Bachelor's Degree",11,165,"Mobile (iOS)",4,3,"Important notifications only","Friends only",5.4,357,101
25.8235700928698,505,30,69,1140,25,"Young Active",259,"M","Eric Brown","1998-08-09","Anyone have recommendations for memes? Looking for something new. #life","Austin","TX","Single","Some College",8,78,"Mobile (iOS)",0,6,"All notifications","Public",7.1,397,83
31.0247692040012,272,16,55,629,19,"Young Adult Active",260,"M","Justin Mitchell","1993-06-15","Question for those experienced with relationships: how do you handle...? 🙌👍🎉","New York","NY","Single","Graduate School",12,148,"Multiple devices",0.6,6,"All notifications","Friends only",8.6,437,93
28.023018133629,531,23,66,1133,30,"Young Active",261,"M","Jacob Lopez","1996-11-18","Feeling conflicted about fashion trends. Thoughts?","Jacksonville","FL","In a relationship","Bachelor's Degree",16,247,"Mobile (iOS)",0.8,5,"All notifications","Friends of friends",9.8,651,133
24.9042961541553,416,30,59,1093,38,"Young Active",262,"F","Christine Martinez","1999-10-10","Can't stop thinking about memes. It's changed everything for me.","Miami","FL","Single","Associate's Degree",12,223,"Mobile (iOS)",2.3,10,"Minimal notifications","Custom",5.8,282,65
24.601428263106,483,27,66,1192,28,"Young Active",263,"M","Daniel Rodriguez","1999-12-02","Has anyone tried the new approach to university life? Worth it? ✨😊","Phoenix","AZ","It's complicated","High School",10,94,"Mobile (iOS)",2.9,11,"All notifications","Friends only",9.2,466,120
30.579922322014,356,22,42,875,25,"Young Adult Active",264,"M","Gary Lee","1994-05-26","Learned something new about food trends today that blew my mind!","Denver","CO","Engaged","Bachelor's Degree",11,134,"Mobile (iOS)",2.6,3,"All notifications","Friends only",12.8,508,29
43.7208668202419,307,12,25,599,13,"Middle-aged Moderate",265,"F","Sarah Williams","1980-08-21","Just discovered an amazing resource for home ownership! Game changer!","San Francisco","CA","Divorced","Master's Degree",9,99,"Mobile (iOS)",5.2,3,"All notifications","Only me",12,378,47
57.8435469823615,38,2,10,199,8,"Senior Light",266,"F","Carol Martin","1966-08-14","Just discovered an amazing resource for downsizing homes! Game changer!","Portland","OR","Married","Bachelor's Degree",5,24,"Multiple devices",12.6,2,"Minimal notifications","Friends only",2.8,115,10
27.5023552404438,304,17,55,723,26,"Young Adult Active",267,"M","Kenneth Garcia","1997-06-13","Can't believe it's been a year since I started urban living! 👏","Indianapolis","IN","In a relationship","Graduate School",6,118,"Mobile (iOS)",6,7,"All notifications","Public",12.2,543,61
55.6741896162214,127,10,9,198,0,"Senior Light",268,"M","Kenneth Carter","1969-06-06","Can't believe it's been a year since I started traditional hobbies!","Jacksonville","FL","Married","Some College",5,43,"Mobile (iOS)",20.8,2,"All notifications","Friends only",5.8,160,4
25.2112135836406,275,23,36,692,23,"Young Adult Active",269,"M","Ronald Robinson","1999-01-04","Just finished DIY projects! Can't believe how much I enjoyed it.","Miami","FL","Single","Bachelor's Degree",11,89,"Desktop (Mac)",4.4,7,"Important notifications only","Friends only",12.4,413,46
61.6339998566932,110,8,15,221,2,"Senior Light",270,"M","Edward Walker","1962-10-14","Has anyone tried the new approach to social security? Worth it? 🔥❤️🔥","Los Angeles","CA","Married","High School",3,44,"Desktop (Mac)",0.2,1,"All notifications","Only me",3.8,25,0
32.7368611284259,428,23,52,1184,28,"Young Active",271,"F","Debra Thomas","1992-04-30","Just finished university life! Can't believe how much I enjoyed it.","Indianapolis","IN","Engaged","Bachelor's Degree",6,52,"Mobile (Android)",2.6,12,"No notifications","Friends only",7.6,602,107
20.1557021556778,393,27,57,1159,25,"Young Active",272,"F","Amy Taylor","2004-12-18","Anyone have recommendations for social activism? Looking for something new.","Miami","FL","Single","Associate's Degree",15,211,"Mobile (iOS)",1.1,5,"All notifications","Friends of friends",5.1,309,106
29.0577978687027,188,18,16,861,18,"Young Adult Active",273,"F","Anna Martinez","1995-12-11","Has anyone tried the new approach to child-free lifestyle? Worth it? 👏💯😊 #style","New York","NY","Married","High School",13,147,"Desktop (Mac)",15.8,6,"All notifications","Friends only",6,649,76
19.8499941927204,476,27,62,1235,23,"Young Active",274,"M","Jack Gonzalez","2004-06-04","Looking for a group in the area interested in gaming. Anyone? 😀✨ #motivation","Nashville","TN","Single","High School",12,128,"Mobile (iOS)",2.2,6,"All notifications","Friends only",6.6,326,93
44.5404322093025,183,11,26,308,8,"Middle-aged Moderate",275,"F","Kathleen Walker","1980-01-21","Anyone have recommendations for car maintenance? Looking for something new.","Charlotte","NC","Divorced","Master's Degree",9,74,"Mobile (iOS)",0.2,3,"All notifications","Friends only",5.6,398,19
58.4130906764594,166,15,0,0,4,"Senior Light",276,"F","Linda White","1966-08-27","Does anyone else struggle with reunion events or is it just me?","San Diego","CA","Married","Bachelor's Degree",3,49,"Desktop (Windows)",1.9,2,"Minimal notifications","Custom",6.6,185,20
30.8950198327021,244,9,65,1006,19,"Young Adult Active",277,"M","Nicholas Anderson","1993-07-03","Looking for a group in the area interested in new gadgets. Anyone? 🔥🎉❤️ #family","Philadelphia","PA","Married","Bachelor's Degree",14,148,"Desktop (Mac)",2.3,7,"All notifications","Friends only",6.8,523,55
61.7401409386459,56,14,0,169,8,"Senior Light",278,"M","Jacob Clark","1963-04-15","Need recommendations for dealing with travel destinations. Help appreciated!","Austin","TX","Widowed","High School",4,97,"Desktop (Windows)",0.9,2,"Minimal notifications","Friends only",6.8,157,7
19.7286048936278,490,22,47,1335,19,"Young Active",279,"M","Justin Lewis","2004-12-31","Has anyone tried the new approach to first job? Worth it?","San Francisco","CA","Single","Bachelor's Degree",15,132,"Desktop (Mac)",2.4,8,"All notifications","Friends only",6.2,996,114
59.4762785594465,67,13,2,292,8,"Senior Light",280,"M","Eric Baker","1965-02-25","Celebrating a milestone with medical appointments today! #blessed","Nashville","TN","Single","Master's Degree",4,32,"Mobile (Android)",5.1,1,"No notifications","Friends only",8.1,135,47
28.8582869145274,324,14,43,793,22,"Young Adult Active",281,"M","Christopher Williams","1995-06-07","Best decision ever was getting involved with urban living! #friends","San Francisco","CA","Married","High School",10,156,"Mobile (Android)",4.6,5,"Important notifications only","Friends of friends",11.5,601,41
43.3767778121377,268,14,16,370,5,"Middle-aged Moderate",282,"F","Helen Lee","1980-11-21","Celebrating a milestone with college savings today! #blessed 👍👏","Fort Worth","TX","Single","Doctoral Degree",8,70,"Desktop (Windows)",2,1,"Important notifications only","Custom",12.4,135,47
53.8337765324685,189,9,10,7,2,"Senior Light",283,"F","Emma Anderson","1971-03-05","Thinking about changing my approach to book clubs. Any advice? ❤️😀🙌","Miami","FL","In a relationship","High School",4,45,"Mobile (Android)",2.1,4,"All notifications","Friends of friends",7.1,174,13
24.0001922778861,303,16,31,559,18,"Young Adult Active",284,"F","Christine Baker","2001-02-21","Just finished fitness goals! Can't believe how much I enjoyed it. #friends #instagood","Phoenix","AZ","Engaged","Trade School",13,97,"Desktop (Windows)",0,5,"Minimal notifications","Friends only",6.8,425,20
43.8293328830805,158,13,27,657,12,"Middle-aged Moderate",285,"M","Dennis Wright","1980-10-24","Celebrating a milestone with career advancement today! #blessed","San Antonio","TX","Married","Bachelor's Degree",5,135,"Mobile (Android)",1.5,3,"Important notifications only","Friends of friends",9.4,359,54
57.0595106935851,26,10,6,143,0,"Senior Light",286,"M","Joshua Miller","1967-05-14","Learned something new about downsizing homes today that blew my mind!","Jacksonville","FL","Divorced","High School",6,67,"Desktop (Mac)",8.5,2,"Minimal notifications","Friends of friends",4.5,71,27
56.6985208501221,53,10,24,237,0,"Senior Light",287,"F","Pamela Robinson","1968-02-15","Feeling conflicted about travel destinations. Thoughts? 🔥😀🔥","Chicago","IL","Married","Bachelor's Degree",4,31,"Mobile (Android)",7,2,"Minimal notifications","Friends only",10.7,106,37
25.5650676109867,429,20,64,1180,39,"Young Active",288,"M","Daniel Gonzalez","1999-02-15","Spent all weekend on new technology and it was totally worth it. #family","Jacksonville","FL","It's complicated","Bachelor's Degree",14,253,"Desktop (Mac)",2.8,13,"Important notifications only","Public",7.9,341,173
23.3980060015698,389,21,60,1326,25,"Young Active",289,"F","Anna Lopez","2001-07-26","Looking for a group in the area interested in graduation. Anyone? 💯😀 #happy","Los Angeles","CA","Single","Associate's Degree",14,241,"Mobile (Android)",0.9,12,"Important notifications only","Friends only",6.4,884,67
34.3319074846939,480,26,61,1230,26,"Young Active",290,"F","Stephanie Clark","1990-06-15","Anyone have recommendations for student loans? Looking for something new. ❤️👍😀 #life #family","Chicago","IL","Single","Some College",11,95,"Mobile (Android)",2,4,"All notifications","Friends only",5.9,464,45
61.297657278839,151,14,11,181,4,"Senior Light",291,"F","Barbara Hill","1962-12-08","Question for those experienced with nostalgia: how do you handle...?","Austin","TX","Widowed","High School",6,58,"Tablet",0.8,2,"Important notifications only","Public",11.5,153,8
40.8078003545903,178,18,12,473,17,"Middle-aged Moderate",292,"F","Cynthia Young","1984-03-31","Looking for a group in the area interested in family vacations. Anyone?","Chicago","IL","In a relationship","High School",13,95,"Multiple devices",4.7,4,"Minimal notifications","Friends only",5.7,247,20
29.6553745466768,398,19,50,1191,25,"Young Active",293,"F","Katherine White","1994-09-19","Best decision ever was getting involved with gaming! #style #family","Charlotte","NC","Single","High School",14,142,"Mobile (iOS)",1.8,10,"All notifications","Friends only",6.2,601,130
59.7002662537019,16,5,14,243,5,"Senior Light",294,"M","Patrick Adams","1965-01-26","Does anyone else struggle with healthcare or is it just me?","Atlanta","GA","Widowed","Doctoral Degree",1,51,"Desktop (Mac)",0.3,2,"Minimal notifications","Friends only",3.2,171,13
30.2436985003873,339,13,41,530,26,"Young Adult Active",295,"F","Katherine Thomas","1994-07-19","Can't stop thinking about wedding planning. It's changed everything for me.","Dallas","TX","In a relationship","Associate's Degree",11,78,"Tablet",1.3,8,"Important notifications only","Public",7.6,340,80
24.6356229963302,302,23,25,714,21,"Young Adult Active",296,"M","Raymond Moore","2000-06-11","So frustrated with child-free lifestyle right now. Need advice!","Nashville","TN","It's complicated","Bachelor's Degree",7,185,"Desktop (Mac)",2.2,7,"Minimal notifications","Public",8.7,294,55
48.5351428475966,0,5,0,40,3,"Senior Light",297,"M","Jack Sanchez","1976-05-12","Spent all weekend on book clubs and it was totally worth it.","San Antonio","TX","Divorced","High School",3,65,"Mobile (iOS)",6,3,"Minimal notifications","Friends of friends",11.3,24,23
18.9639657496783,444,25,61,1161,32,"Young Active",298,"F","Anna Thomas","2005-09-21","So frustrated with roommate issues right now. Need advice!","Fort Worth","TX","In a relationship","Bachelor's Degree",11,122,"Mobile (iOS)",0.3,9,"Important notifications only","Friends only",5.8,767,20
25.570547148986,450,27,72,1099,31,"Young Active",299,"F","Maria Wright","1999-05-04","Has anyone tried the new approach to internships? Worth it?","San Francisco","CA","In a relationship","Graduate School",13,65,"Mobile (Android)",0.5,12,"Important notifications only","Friends only",6.2,366,39
24.8335146044731,258,19,42,868,15,"Young Adult Active",300,"M","Daniel Jones","2000-01-16","Just discovered an amazing resource for food trends! Game changer!","San Diego","CA","Divorced","Trade School",11,53,"Mobile (iOS)",3.1,6,"All notifications","Custom",7.7,449,0
28.4440387617103,389,22,60,1327,32,"Young Active",301,"F","Susan Nelson","1996-05-30","Can't stop thinking about dating apps. It's changed everything for me.","San Jose","CA","Single","Bachelor's Degree",12,55,"Desktop (Windows)",2.4,8,"Minimal notifications","Friends only",5.6,229,28
33.6254150883743,277,20,35,893,16,"Young Adult Active",302,"M","Raymond Adams","1991-05-24","Looking for a group in the area interested in career growth. Anyone? #love #instagood","San Jose","CA","In a relationship","Bachelor's Degree",12,93,"Desktop (Windows)",0.9,5,"All notifications","Friends of friends",9.9,364,55
41.0869010546954,165,10,13,609,22,"Middle-aged Moderate",303,"M","Nicholas White","1983-07-19","Best decision ever was getting involved with parenting!","Indianapolis","IN","In a relationship","Bachelor's Degree",10,105,"Mobile (Android)",5.9,3,"All notifications","Friends of friends",10,39,51
28.9917163419081,266,29,34,885,16,"Young Adult Active",304,"M","Jonathan Allen","1995-10-13","Can't stop thinking about fitness goals. It's changed everything for me. ✨","Philadelphia","PA","Single","Associate's Degree",11,81,"Tablet",2.4,8,"No notifications","Only me",8.5,267,118
18.1715506970566,335,15,64,1287,38,"Young Active",305,"M","John Rivera","2006-12-12","Thinking about changing my approach to roommate issues. Any advice? 😀","Boston","MA","Single","Bachelor's Degree",20,216,"Mobile (Android)",4.9,6,"All notifications","Friends only",5.1,531,19
23.4553119566142,443,30,54,1102,32,"Young Active",306,"F","Shirley Walker","2000-10-31","Just finished first job! Can't believe how much I enjoyed it. #style","San Diego","CA","Single","Associate's Degree",7,116,"Mobile (iOS)",3,7,"All notifications","Public",9.3,732,69
37.7354855673139,247,17,22,321,15,"Middle-aged Moderate",307,"M","Timothy Nelson","1987-06-06","Learned something new about car maintenance today that blew my mind!","Jacksonville","FL","Married","Doctoral Degree",12,98,"Desktop (Windows)",10.1,4,"All notifications","Friends only",7.9,136,31
63.316145722599,138,6,2,365,4,"Senior Light",308,"M","Justin Carter","1961-08-01","Does anyone else struggle with travel destinations or is it just me? 🔥","Philadelphia","PA","Married","Some College",6,48,"Mobile (iOS)",23.5,2,"Minimal notifications","Friends only",4.6,223,32
31.5431476837435,554,26,62,1139,23,"Young Active",309,"F","Deborah Torres","1993-07-23","Spent all weekend on student loans and it was totally worth it. #fun #amazing","Austin","TX","Single","High School",4,138,"Mobile (Android)",3.6,5,"Minimal notifications","Friends only",8.6,490,75
42.5052015494725,213,15,30,668,12,"Middle-aged Moderate",310,"F","Betty Perez","1982-07-04","Just discovered an amazing resource for home ownership! Game changer!","Indianapolis","IN","Single","Bachelor's Degree",9,101,"Mobile (iOS)",2.1,6,"Important notifications only","Friends only",5.3,319,48
34.3585573240132,147,24,28,338,11,"Middle-aged Moderate",311,"M","Ronald Scott","1990-03-07","Need recommendations for dealing with home renovation. Help appreciated!","Phoenix","AZ","Single","Bachelor's Degree",13,80,"Multiple devices",8.3,4,"All notifications","Custom",14.9,270,43
48.3549865269908,225,24,20,484,24,"Middle-aged Moderate",312,"F","Ashley Williams","1976-08-07","Can't stop thinking about school activities. It's changed everything for me.","Boston","MA","Married","Bachelor's Degree",9,90,"Mobile (Android)",1.1,5,"All notifications","Friends of friends",6.8,258,50
